gene	score	logfoldchange	pval	pval_adj	cluster
Eloa	8.532169	0.93940234	1.4362824003459953e-17	6.151221351481807e-16	CD103+/Clec9a+ cDC
Cd3eap	8.527039	1.9354306	1.50142305346227e-17	6.420647173646974e-16	CD103+/Clec9a+ cDC
Neurl3	8.520116	1.6414231	1.593938729481453e-17	6.796082464366847e-16	CD103+/Clec9a+ cDC
Sh3bp1	8.508096	2.6925282	1.7681338149583954e-17	7.50544117913018e-16	CD103+/Clec9a+ cDC
Nedd8	8.506538	0.65063053	1.792036385208383e-17	7.595700613593117e-16	CD103+/Clec9a+ cDC
Ctsz	8.494248	0.5371704	1.992184643953434e-17	8.406902353809358e-16	CD103+/Clec9a+ cDC
Snx10	8.474083	1.3828739	2.3693878416006965e-17	9.984038372074384e-16	CD103+/Clec9a+ cDC
Fmnl2	8.447268	1.5424166	2.981997975964407e-17	1.2528744780767247e-15	CD103+/Clec9a+ cDC
Snrpg	8.431885	0.7854993	3.401408501610499e-17	1.4270049078185154e-15	CD103+/Clec9a+ cDC
Arhgap15	8.406738	1.9412477	4.2157107612225054e-17	1.7634906352904608e-15	CD103+/Clec9a+ cDC
Ifi203	8.3852625	1.1027306	5.061254807603371e-17	2.1141206583864296e-15	CD103+/Clec9a+ cDC
Jarid2	8.380626	1.7742465	5.2647241555135743e-17	2.19592407529972e-15	CD103+/Clec9a+ cDC
Gna15	8.377132	3.4564502	5.4232616621787814e-17	2.2587767096599905e-15	CD103+/Clec9a+ cDC
Cysltr1	8.353228	3.0135126	6.642235707082488e-17	2.7545179200264265e-15	CD103+/Clec9a+ cDC
Tiam1	8.335537	2.577227	7.714742420218642e-17	3.194680386386943e-15	CD103+/Clec9a+ cDC
Eif3h	8.322557	0.6772323	8.608560489100756e-17	3.559689236728732e-15	CD103+/Clec9a+ cDC
Cdc42se1	8.321099	0.8684605	8.715139009644058e-17	3.598589680022324e-15	CD103+/Clec9a+ cDC
Atp5c1	8.314515	0.7778624	9.212852723875e-17	3.798651882422959e-15	CD103+/Clec9a+ cDC
Sri	8.272206	0.7268478	1.315027368431557e-16	5.391237558897466e-15	CD103+/Clec9a+ cDC
Lactb	8.237849	1.4709547	1.7533429145421996e-16	7.167785380756321e-15	CD103+/Clec9a+ cDC
Pak2	8.224783	0.77765983	1.9554502629688762e-16	7.97136806915641e-15	CD103+/Clec9a+ cDC
Scamp2	8.2028675	1.0598401	2.347201895753516e-16	9.541309401099745e-15	CD103+/Clec9a+ cDC
Cyb5a	8.180029	0.5185486	2.8377660105428535e-16	1.1486765932970931e-14	CD103+/Clec9a+ cDC
Ldha	8.178478	0.4835856	2.874518261977444e-16	1.1619190390408825e-14	CD103+/Clec9a+ cDC
Mlec	8.172224	0.7523472	3.0275488033993816e-16	1.2203481031069216e-14	CD103+/Clec9a+ cDC
H2-Ab1	72.630806	4.8049364	0.0	0.0	CD209+/CD11b+ DC
Cd74	68.4165	4.321004	0.0	0.0	CD209+/CD11b+ DC
H2-Eb1	68.016365	4.5860577	0.0	0.0	CD209+/CD11b+ DC
H2-Aa	66.271996	4.0511723	0.0	0.0	CD209+/CD11b+ DC
Cst3	60.42393	3.8939247	0.0	0.0	CD209+/CD11b+ DC
Tmsb4x	56.19019	2.9618034	0.0	0.0	CD209+/CD11b+ DC
Actb	55.569416	3.137151	0.0	0.0	CD209+/CD11b+ DC
Crip1	54.476917	3.06845	0.0	0.0	CD209+/CD11b+ DC
S100a4	52.988132	3.9067292	0.0	0.0	CD209+/CD11b+ DC
Mgl2	50.229393	5.6417975	0.0	0.0	CD209+/CD11b+ DC
Gpx1	47.265194	2.4457173	0.0	0.0	CD209+/CD11b+ DC
Lsp1	44.809193	3.0225675	0.0	0.0	CD209+/CD11b+ DC
H2-DMa	44.248222	3.2073605	0.0	0.0	CD209+/CD11b+ DC
Plbd1	44.248196	3.3891232	0.0	0.0	CD209+/CD11b+ DC
Cd52	44.083344	2.9268022	0.0	0.0	CD209+/CD11b+ DC
Ifi30	43.95407	2.7917626	0.0	0.0	CD209+/CD11b+ DC
S100a6	42.4599	2.7478464	0.0	0.0	CD209+/CD11b+ DC
Psap	41.16652	2.4843035	0.0	0.0	CD209+/CD11b+ DC
Gm2a	40.95137	3.2687953	0.0	0.0	CD209+/CD11b+ DC
Ctss	40.865963	2.4583054	0.0	0.0	CD209+/CD11b+ DC
Rps9	36.982258	2.0496864	2.2083413951864395e-299	3.026479302545987e-296	CD209+/CD11b+ DC
Alox5ap	35.97419	2.8986237	2.1191833944573538e-283	2.7722771860219383e-280	CD209+/CD11b+ DC
Sh3bgrl3	35.604095	2.2835538	1.2107081834291587e-277	1.51496441387353e-274	CD209+/CD11b+ DC
Atox1	35.547665	2.087357	9.02876863523299e-277	1.0826998388416893e-273	CD209+/CD11b+ DC
H2-DMb1	35.4864	2.8329663	7.968273328169517e-276	9.173076255388749e-273	CD209+/CD11b+ DC
Cd209a	35.396103	7.134964	1.9601634977476696e-274	2.1697502101991512e-271	CD209+/CD11b+ DC
Ccdc88a	35.043724	2.5964215	4.8592594106073e-269	5.1796105865658554e-266	CD209+/CD11b+ DC
Vim	34.5035	2.0101533	7.107511717621511e-261	7.305506686898111e-258	CD209+/CD11b+ DC
Slamf7	34.401653	3.6803017	2.381993128426619e-259	2.3639228357282105e-256	CD209+/CD11b+ DC
Cfp	34.32524	3.8678832	3.2980806205364703e-258	3.073998050488335e-255	CD209+/CD11b+ DC
Laptm5	34.325127	2.256958	3.3111167326316326e-258	3.073998050488335e-255	CD209+/CD11b+ DC
Ccr2	32.695614	3.0721269	1.8028259374477048e-234	1.5260391317572043e-231	CD209+/CD11b+ DC
Cotl1	32.398582	2.3688762	2.8736569507292166e-230	2.3629670583424814e-227	CD209+/CD11b+ DC
Ly86	31.34579	2.8801262	1.1102634138007647e-215	8.193174627996412e-213	CD209+/CD11b+ DC
Olfm1	31.063553	3.8170242	7.486033347565603e-212	5.254830237632636e-209	CD209+/CD11b+ DC
Pip4k2a	30.755386	2.769968	1.0359214922939925e-207	7.098528701957406e-205	CD209+/CD11b+ DC
Rps27a	30.716301	1.7528627	3.448446120384189e-207	2.3080530080152782e-204	CD209+/CD11b+ DC
Fau	29.552155	1.8389388	6.161588079920522e-192	3.85501097695897e-189	CD209+/CD11b+ DC
Rps11	29.406958	1.839532	4.4745373635107327e-190	2.7399401132306147e-187	CD209+/CD11b+ DC
Rps29	29.26178	1.820961	3.179960125486906e-188	1.906651091906524e-185	CD209+/CD11b+ DC
Rpsa	29.156418	1.6920571	6.927112878603841e-187	4.068618543800379e-184	CD209+/CD11b+ DC
Fcgr2b	28.972776	3.1852646	1.44980933277397e-184	8.345102519446972e-182	CD209+/CD11b+ DC
Ccl17	28.950565	4.219672	2.760637072100725e-184	1.5578653908835072e-181	CD209+/CD11b+ DC
Syngr2	28.796202	2.506445	2.3931884986317396e-182	1.3245377882811819e-179	CD209+/CD11b+ DC
Rps26	28.343122	1.7145427	1.0174355924525915e-176	5.52486723599728e-174	CD209+/CD11b+ DC
Rps4x	28.278286	1.6591907	6.392514522520795e-176	3.406973480706453e-173	CD209+/CD11b+ DC
Fcer1g	28.223177	2.2622306	3.0384542156718837e-175	1.5899402241279422e-172	CD209+/CD11b+ DC
Tyrobp	28.208515	2.288872	4.5977415862320743e-175	2.362910765209984e-172	CD209+/CD11b+ DC
Tent5a	28.078781	2.37851	1.779207437615601e-173	8.983436851680174e-171	CD209+/CD11b+ DC
Ms4a6c	28.023668	2.8003805	8.365399366336944e-173	4.080613453613174e-170	CD209+/CD11b+ DC
Arpc1b	27.041101	1.7610444	4.860284894298441e-161	2.293098348490314e-158	CD209+/CD11b+ DC
Rpl13	26.930218	1.5948721	9.726864963405599e-160	4.515147962045373e-157	CD209+/CD11b+ DC
Rpl35a	26.777695	1.6088998	5.877951202949927e-158	2.6851973908079193e-155	CD209+/CD11b+ DC
Rps24	26.686235	1.6536714	6.800105663571628e-157	3.0579225155873664e-154	CD209+/CD11b+ DC
Rplp2	26.244492	1.5363346	8.261312593715243e-152	3.657855022263457e-149	CD209+/CD11b+ DC
Lcp1	26.078054	1.8959893	6.468625017221376e-150	2.778612358143749e-147	CD209+/CD11b+ DC
Ckb	25.927387	2.865187	3.271741441068031e-148	1.3262073052667314e-145	CD209+/CD11b+ DC
Rps5	25.783964	1.5399702	1.3417392170359549e-146	5.363229814763164e-144	CD209+/CD11b+ DC
Gm1966	25.250536	2.7778707	1.1173359412418916e-140	4.3455308633704915e-138	CD209+/CD11b+ DC
Cyth4	25.211924	2.7134974	2.964453276481065e-140	1.1375595372950009e-137	CD209+/CD11b+ DC
Arpc2	25.186754	1.5738592	5.595403358430841e-140	2.1188909033636792e-137	CD209+/CD11b+ DC
Wfdc17	25.00852	2.9215868	4.9387267823979266e-138	1.845929309057303e-135	CD209+/CD11b+ DC
Rplp0	24.98812	1.4244676	8.230850109006531e-138	3.036972642784718e-135	CD209+/CD11b+ DC
Lgals3	24.952108	1.6375116	2.0257530665748328e-137	7.379895348863758e-135	CD209+/CD11b+ DC
Fxyd5	24.892344	2.0194147	9.005449094414096e-137	3.1997138881140455e-134	CD209+/CD11b+ DC
Rps8	24.879938	1.3519772	1.2268565505441587e-136	4.3059672591049864e-134	CD209+/CD11b+ DC
Rps25	24.825346	1.5106875	4.7750453232405895e-136	1.6557325831670382e-133	CD209+/CD11b+ DC
Pabpc1	24.761944	1.6557314	2.305547438237833e-135	7.899244675295813e-133	CD209+/CD11b+ DC
Rplp1	24.690115	1.4257027	1.365719175533217e-134	4.6241644555112926e-132	CD209+/CD11b+ DC
Rpl22	24.614452	1.4319516	8.846272909455572e-134	2.960415515513155e-131	CD209+/CD11b+ DC
Cbfa2t3	24.486378	2.4385161	2.0633347060077242e-132	6.825606073437046e-130	CD209+/CD11b+ DC
Rassf4	24.338781	2.8053513	7.621416804219816e-131	2.4925497230164353e-128	CD209+/CD11b+ DC
Rps6	24.271458	1.4230876	3.925397115174789e-130	1.2693587525250608e-127	CD209+/CD11b+ DC
Pfn1	24.260284	1.6623468	5.150096555600945e-130	1.6468864318910576e-127	CD209+/CD11b+ DC
Rps12	24.082779	1.3500782	3.787727857434575e-128	1.1979209641424953e-125	CD209+/CD11b+ DC
Rps28	23.9918	1.4143792	3.3865750161447397e-127	1.0594090104852784e-124	CD209+/CD11b+ DC
Rpl11	23.569729	1.3777269	7.880239963948887e-123	2.4126947464090315e-120	CD209+/CD11b+ DC
Aif1	23.560215	2.6939259	9.864721201068225e-123	2.9884913280709847e-120	CD209+/CD11b+ DC
Tep1	23.516123	3.0938656	2.7901352371002715e-122	8.364592929556855e-120	CD209+/CD11b+ DC
H2afy	23.336535	1.7289153	1.8882888354411306e-120	5.602572441649045e-118	CD209+/CD11b+ DC
Rpl14	23.243345	1.301171	1.660981102589185e-119	4.8778608298486475e-117	CD209+/CD11b+ DC
Prkcd	23.169054	2.137306	9.342857445938867e-119	2.7160347201426325e-116	CD209+/CD11b+ DC
H2-DMb2	23.06139	3.6480906	1.1306393667273749e-117	3.253980097441385e-115	CD209+/CD11b+ DC
Rps3a1	23.04841	1.3654593	1.5258901475985215e-117	4.348031529493609e-115	CD209+/CD11b+ DC
Rgs2	22.912106	2.0057561	3.5191331677859484e-116	9.929475742047019e-114	CD209+/CD11b+ DC
Rps3	22.729038	1.3048499	2.3134747699296287e-114	6.464252803745118e-112	CD209+/CD11b+ DC
Ccnd1	22.630585	1.398846	2.167107348932351e-113	5.9970528367570256e-111	CD209+/CD11b+ DC
Rpl32	22.356026	1.349828	1.0549936649971868e-110	2.864407328171607e-108	CD209+/CD11b+ DC
Rps13	22.07757	1.4214704	5.1926272567575815e-108	1.3966711443876933e-105	CD209+/CD11b+ DC
Spi1	22.052189	2.5027397	9.10120067709086e-108	2.425301439691435e-105	CD209+/CD11b+ DC
Actr3	22.010803	1.5536473	2.269326376485089e-107	5.991854414242281e-105	CD209+/CD11b+ DC
Pld4	21.889238	2.6528258	3.289578486818966e-106	8.529195391950436e-104	CD209+/CD11b+ DC
Lgals1	21.7935	1.7059345	2.674070540646629e-105	6.871406264268748e-103	CD209+/CD11b+ DC
Efhd2	21.494673	1.7188293	1.746240272201315e-102	4.4475039853056505e-100	CD209+/CD11b+ DC
Jaml	21.431868	3.1013887	6.741951751698769e-102	1.7020471176657066e-99	CD209+/CD11b+ DC
Rps18	21.425745	1.3422686	7.689534209004251e-102	1.92438951769689e-99	CD209+/CD11b+ DC
Emp3	21.402987	1.8431726	1.2532008934861258e-101	3.1092346305629916e-99	CD209+/CD11b+ DC
Rpl41	21.3706	1.1065085	2.5089445128539794e-101	6.171574622216882e-99	CD209+/CD11b+ DC
Tpt1	21.337103	1.2212392	5.13805792454259e-101	1.2531636192231844e-98	CD209+/CD11b+ DC
Gdi2	21.287159	1.442903	1.4931041933867877e-100	3.611053671064853e-98	CD209+/CD11b+ DC
Rps16	21.057302	1.3795002	1.9602119828990495e-98	4.701241738986221e-96	CD209+/CD11b+ DC
Rpl35	20.801006	1.3006259	4.238254328317957e-96	9.83685157814442e-94	CD209+/CD11b+ DC
Tpm3	20.791965	1.2509329	5.117230838552288e-96	1.1781912282682786e-93	CD209+/CD11b+ DC
Itgam	20.685251	2.8528633	4.7031824482825316e-95	1.0658078020596161e-92	CD209+/CD11b+ DC
Rpl23a	20.563452	1.3014287	5.833274201235629e-94	1.3115752461840735e-91	CD209+/CD11b+ DC
Rps14	20.480677	1.15512	3.2018146341191554e-93	7.143273268988316e-91	CD209+/CD11b+ DC
Rps23	20.472443	1.2570047	3.7912948550270923e-93	8.39334353289844e-91	CD209+/CD11b+ DC
Rps7	20.33755	1.2905582	5.984701477761281e-92	1.3148069353432798e-89	CD209+/CD11b+ DC
Hcls1	20.156717	2.1113179	2.3496287889539988e-90	5.084384702713991e-88	CD209+/CD11b+ DC
Naaa	20.13095	2.1367867	3.953343764229707e-90	8.461105556590227e-88	CD209+/CD11b+ DC
Rpl37a	20.130756	1.2576314	3.968899409797361e-90	8.461105556590227e-88	CD209+/CD11b+ DC
Rnase6	20.11316	2.8346589	5.660079821739895e-90	1.1977727740417218e-87	CD209+/CD11b+ DC
Coro1a	20.06135	1.91749	1.6066481181689034e-89	3.3506762928189156e-87	CD209+/CD11b+ DC
Pitpna	20.059952	1.7375985	1.6524457970095322e-89	3.421394966757866e-87	CD209+/CD11b+ DC
Rbpj	19.907999	2.4045594	3.4689372115376003e-88	7.080568294188095e-86	CD209+/CD11b+ DC
Rpl23	19.809319	1.2069621	2.4741183663987083e-87	5.0144455341517477e-85	CD209+/CD11b+ DC
Ptpre	19.679743	2.2061281	3.2163309035106403e-86	6.473147091121415e-84	CD209+/CD11b+ DC
Evi2a	19.56258	2.928281	3.223411037232669e-85	6.442345114691403e-83	CD209+/CD11b+ DC
Arhgap30	19.396645	1.8163397	8.237503019725232e-84	1.6350023235013254e-81	CD209+/CD11b+ DC
Rpl17	19.341938	1.2292163	2.383451883712056e-83	4.666377225389998e-81	CD209+/CD11b+ DC
Rpl39	19.195276	1.298714	4.053230409387167e-82	7.88188994474072e-80	CD209+/CD11b+ DC
Rack1	19.169155	1.2433212	6.698763202357993e-82	1.2938953353279398e-79	CD209+/CD11b+ DC
Rpl10	19.112436	1.1210974	1.9896154887174168e-81	3.817408917685817e-79	CD209+/CD11b+ DC
Rps15a	19.07648	1.2611529	3.960486098901671e-81	7.498867758315139e-79	CD209+/CD11b+ DC
Arpc5	19.030952	1.3252736	9.451790217053627e-81	1.7779249833124405e-78	CD209+/CD11b+ DC
Ciita	18.981676	2.924553	2.4175636802930675e-80	4.518018358365875e-78	CD209+/CD11b+ DC
Tmsb10	18.807829	1.2974983	6.515129492646924e-79	1.2097124309572803e-76	CD209+/CD11b+ DC
Hexb	18.76533	2.223846	1.450976018302494e-78	2.6598146373723426e-76	CD209+/CD11b+ DC
Sub1	18.710344	1.1599845	4.077289527786332e-78	7.380150478596895e-76	CD209+/CD11b+ DC
Pak1	18.707577	2.6958168	4.2946935229060093e-78	7.725079974327184e-76	CD209+/CD11b+ DC
Ear2	18.679007	2.537104	7.337235863819538e-78	1.3115878767746975e-75	CD209+/CD11b+ DC
S100a10	18.56585	1.3017678	6.071823657758037e-77	1.0786857090757797e-74	CD209+/CD11b+ DC
Otulinl	18.55839	2.3213418	6.976520524355118e-77	1.2318052803125171e-74	CD209+/CD11b+ DC
Eef1a1	18.470438	1.0300614	3.571800645369803e-76	6.2680745471794465e-74	CD209+/CD11b+ DC
Cyba	18.39276	1.2616943	1.5014293686803795e-75	2.618856801855838e-73	CD209+/CD11b+ DC
Fam49b	18.284893	1.9464735	1.0917879363109195e-74	1.8703367147040632e-72	CD209+/CD11b+ DC
Vrk1	18.280699	2.657749	1.1790412178565048e-74	2.0078583579828527e-72	CD209+/CD11b+ DC
Srgn	18.261284	1.6470009	1.6828598934047625e-74	2.8489828077758273e-72	CD209+/CD11b+ DC
Rpl37	18.172066	1.1468439	8.590349308403156e-74	1.4457909537768587e-71	CD209+/CD11b+ DC
Rpl26	18.1684	1.0858667	9.183887757279057e-74	1.5366993584563443e-71	CD209+/CD11b+ DC
Psmb8	18.133535	1.353919	1.7325373201517947e-73	2.8822210447380724e-71	CD209+/CD11b+ DC
Rpl4	18.070454	1.104011	5.446353994022125e-73	9.008394709652687e-71	CD209+/CD11b+ DC
Rpl6	18.004683	1.1265817	1.7902096973778392e-72	2.944127719459098e-70	CD209+/CD11b+ DC
Rpl19	17.970972	1.1062278	3.2890133783436503e-72	5.3782843766324005e-70	CD209+/CD11b+ DC
Ptpn6	17.909578	1.8110505	9.928516452586536e-72	1.6143655565279126e-69	CD209+/CD11b+ DC
Ywhah	17.884607	1.4688535	1.5544303768064981e-71	2.5132868676680344e-69	CD209+/CD11b+ DC
Clec7a	17.711393	1.7622526	3.424883812494687e-70	5.4158327540437965e-68	CD209+/CD11b+ DC
Cdc42	17.6734	1.1629273	6.721954772094999e-70	1.0571467668901316e-67	CD209+/CD11b+ DC
Erp29	17.610819	1.5537869	2.0348189050703058e-69	3.1827221786914896e-67	CD209+/CD11b+ DC
AA467197	17.490734	3.4274871	1.6856903822871095e-68	2.6223875244444873e-66	CD209+/CD11b+ DC
Clec4b1	17.442411	4.898518	3.931269708717441e-68	6.082900119187524e-66	CD209+/CD11b+ DC
Rpl8	17.40422	1.0795968	7.664151970807906e-68	1.1795416776462648e-65	CD209+/CD11b+ DC
Dock10	17.386719	2.274655	1.0402020591345745e-67	1.583969061475823e-65	CD209+/CD11b+ DC
Cfl1	17.364035	1.310252	1.544781674905078e-67	2.3276867331815782e-65	CD209+/CD11b+ DC
Itgax	17.358074	2.7983398	1.7137694276875834e-67	2.5688689650442005e-65	CD209+/CD11b+ DC
Sec61b	17.333775	1.0733875	2.6158427287187472e-67	3.900722991322567e-65	CD209+/CD11b+ DC
Arhgdib	17.31023	1.5612596	3.93842208078564e-67	5.842669457990244e-65	CD209+/CD11b+ DC
H2afz	17.306799	1.322671	4.180155455144564e-67	6.16948071790054e-65	CD209+/CD11b+ DC
Kctd12	17.186546	2.2360504	3.3490066682152996e-66	4.867899591476582e-64	CD209+/CD11b+ DC
Rpl18a	17.180357	1.0680116	3.7261704687541706e-66	5.3889038236555296e-64	CD209+/CD11b+ DC
Sla	17.094938	2.4131165	1.6186690956668145e-65	2.3292648286645462e-63	CD209+/CD11b+ DC
Wdfy4	17.062204	3.141379	2.8364612702449494e-65	4.061360963067147e-63	CD209+/CD11b+ DC
Rps2	17.037607	1.0340146	4.320551280507598e-65	6.155716131337063e-63	CD209+/CD11b+ DC
Il6ra	16.92222	1.7351257	3.085724130668867e-64	4.374735984268473e-62	CD209+/CD11b+ DC
Baz1a	16.888298	1.5264343	5.4862145183109274e-64	7.739865384166102e-62	CD209+/CD11b+ DC
Rpl28	16.881735	1.0551871	6.131705454627261e-64	8.608316243130369e-62	CD209+/CD11b+ DC
Csf2ra	16.873693	2.3991556	7.026193362160093e-64	9.81620606616347e-62	CD209+/CD11b+ DC
Ctsz	16.86089	1.1361058	8.726461869724685e-64	1.213273297636118e-61	CD209+/CD11b+ DC
Capza2	16.719357	1.3022382	9.473699654904409e-63	1.3045601725748752e-60	CD209+/CD11b+ DC
Bcl2a1d	16.695242	2.6677134	1.419409171525754e-62	1.9452664741195807e-60	CD209+/CD11b+ DC
Bcl2a1b	16.667065	2.041797	2.274967911265752e-62	3.103013103612718e-60	CD209+/CD11b+ DC
Rpl34	16.541088	1.0255907	1.8563931559024976e-61	2.5201412748525412e-59	CD209+/CD11b+ DC
Cybb	16.47593	1.3089277	5.464263333609647e-61	7.348668165480637e-59	CD209+/CD11b+ DC
Clta	16.274157	1.120292	1.5057979968610243e-59	2.0156682023097804e-57	CD209+/CD11b+ DC
Rps10	16.110817	1.1073327	2.1417275291132274e-58	2.8536536244388282e-56	CD209+/CD11b+ DC
Pid1	15.955132	2.9921427	2.6241859962266104e-57	3.448587806913326e-55	CD209+/CD11b+ DC
Rpl5	15.888793	0.95781875	7.577302305451138e-57	9.867636214972115e-55	CD209+/CD11b+ DC
Zyx	15.596725	1.9725918	7.66244921154604e-55	9.801123924813114e-53	CD209+/CD11b+ DC
Ahnak	15.5740795	1.1606708	1.0921332874206116e-54	1.3907785846002302e-52	CD209+/CD11b+ DC
Capzb	15.4844475	1.1036402	4.4183933381806394e-54	5.552897828508245e-52	CD209+/CD11b+ DC
Calm1	15.435837	0.8997772	9.397406493150154e-54	1.1759015603167888e-51	CD209+/CD11b+ DC
Rps15	15.431735	0.9802549	1.0014168542601139e-53	1.2476526868227737e-51	CD209+/CD11b+ DC
Rpl27	15.379929	1.0552256	2.23192163889565e-53	2.768737274457621e-51	CD209+/CD11b+ DC
Ncf2	15.365999	2.029731	2.7673813700122085e-53	3.418250464761861e-51	CD209+/CD11b+ DC
Actg1	15.324691	1.2815531	5.230279027911969e-53	6.432796171936174e-51	CD209+/CD11b+ DC
Ccl9	15.306017	2.3724754	6.970410974840947e-53	8.53652884493287e-51	CD209+/CD11b+ DC
Ccr5	15.282578	3.2669384	9.990858368297084e-53	1.218376711184704e-50	CD209+/CD11b+ DC
Ptprc	15.261914	1.3475133	1.3716499063536176e-52	1.6656575656057854e-50	CD209+/CD11b+ DC
Ppia	15.258235	0.89490265	1.4512099082892056e-52	1.7548664353177872e-50	CD209+/CD11b+ DC
Pim1	15.249488	1.4374539	1.6592929679636673e-52	1.9980942099579223e-50	CD209+/CD11b+ DC
Cd48	15.202358	2.2938967	3.411147586465156e-52	4.073561308650091e-50	CD209+/CD11b+ DC
Rpl27a	15.194117	1.0712893	3.8684084476983155e-52	4.600528724163533e-50	CD209+/CD11b+ DC
Plek	15.176204	1.5483817	5.083614771597066e-52	6.020840869405907e-50	CD209+/CD11b+ DC
Rpl38	15.157481	0.9644943	6.761312049976586e-52	7.942471869319434e-50	CD209+/CD11b+ DC
Arpc4	15.1482315	1.528938	7.783337858395295e-52	9.10587250262669e-50	CD209+/CD11b+ DC
Ms4a4c	15.081022	2.7989678	2.1590034977070065e-51	2.5054887364519214e-49	CD209+/CD11b+ DC
Irf5	15.065689	2.6734319	2.723095768162356e-51	3.134827848308504e-49	CD209+/CD11b+ DC
Tnfaip8	15.059111	1.854964	3.0080606160107325e-51	3.449083048955733e-49	CD209+/CD11b+ DC
Itgb7	15.011864	2.2128572	6.139838903941306e-51	7.012085859342491e-49	CD209+/CD11b+ DC
Rpl18	14.982508	0.95104235	9.554244560700886e-51	1.0825636159723286e-48	CD209+/CD11b+ DC
Lmo4	14.948863	1.1358192	1.5843038926596053e-50	1.7880888639507232e-48	CD209+/CD11b+ DC
Serf2	14.875045	0.9406629	4.786623920140191e-50	5.3602737907250856e-48	CD209+/CD11b+ DC
Unc93b1	14.849636	1.888211	6.99475801039696e-50	7.785919411133129e-48	CD209+/CD11b+ DC
Set	14.73141	1.0331415	4.051621065572975e-49	4.484832856430393e-47	CD209+/CD11b+ DC
Prcp	14.65544	2.2894714	1.2434726753580887e-48	1.3711549270806817e-46	CD209+/CD11b+ DC
Anp32b	14.648981	1.0390478	1.3675134322934571e-48	1.5021769687559424e-46	CD209+/CD11b+ DC
Rpl9	14.642429	0.89738625	1.5059003718049884e-48	1.6479016235949646e-46	CD209+/CD11b+ DC
Rpl36a	14.485047	0.94509923	1.5061925349324197e-47	1.6114580355150572e-45	CD209+/CD11b+ DC
Marcks	14.367313	1.0793333	8.29890438544304e-47	8.813375210813679e-45	CD209+/CD11b+ DC
Ubl3	14.3361635	1.1445043	1.3004944044958215e-46	1.376037829462858e-44	CD209+/CD11b+ DC
Rpl7a	14.310491	0.95345026	1.8818041358905693e-46	1.9765811325157148e-44	CD209+/CD11b+ DC
Npm1	14.298896	0.93879193	2.2230920661058484e-46	2.326566896819139e-44	CD209+/CD11b+ DC
Gnai2	14.289756	1.1020895	2.5349632430621928e-46	2.6337993550660613e-44	CD209+/CD11b+ DC
Iqgap2	14.221858	2.2525334	6.7048808368371465e-46	6.916360949253515e-44	CD209+/CD11b+ DC
Smdt1	14.187884	0.99459386	1.0889433443248762e-45	1.1113400514067353e-43	CD209+/CD11b+ DC
Ncf1	14.128343	1.6355608	2.5405320463459772e-45	2.5836223425384176e-43	CD209+/CD11b+ DC
Actr2	14.124468	1.142195	2.6841859728679878e-45	2.720101137293686e-43	CD209+/CD11b+ DC
Nptn	14.025473	1.3857062	1.0888450221426341e-44	1.091880130218293e-42	CD209+/CD11b+ DC
Tnip3	14.000455	3.898187	1.5487532560956708e-44	1.5423224467277995e-42	CD209+/CD11b+ DC
Selplg	13.983855	1.8090669	1.9559774453465379e-44	1.9411389957611504e-42	CD209+/CD11b+ DC
Slk	13.953789	1.0678731	2.9832658016571133e-44	2.940355814099031e-42	CD209+/CD11b+ DC
Fam129a	13.951364	1.683367	3.0864931661005386e-44	3.021403854434473e-42	CD209+/CD11b+ DC
Mcemp1	13.9393835	2.1720955	3.6508227222731236e-44	3.561717896509169e-42	CD209+/CD11b+ DC
Rpl7	13.921579	0.8581409	4.684376155326189e-44	4.5546062753475576e-42	CD209+/CD11b+ DC
Klrd1	13.873324	2.9154503	9.191626613597792e-44	8.877013890582028e-42	CD209+/CD11b+ DC
Plekho1	13.842321	2.1882021	1.4156031073759492e-43	1.358035247675994e-41	CD209+/CD11b+ DC
Rpl3	13.806619	0.8336254	2.3249012997936265e-43	2.2229454952844044e-41	CD209+/CD11b+ DC
Bhlhe40	13.800018	1.8131549	2.54786816826256e-43	2.428067744456837e-41	CD209+/CD11b+ DC
Psma7	13.579814	0.8810226	5.276004874711778e-42	4.929981178383278e-40	CD209+/CD11b+ DC
Rps21	13.561918	0.91516864	6.735174962896784e-42	6.273085289066973e-40	CD209+/CD11b+ DC
AI662270	13.54137	2.1508245	8.911129394245031e-42	8.272977547302323e-40	CD209+/CD11b+ DC
Vasp	13.533473	1.39036	9.922338463772415e-42	9.182151157150164e-40	CD209+/CD11b+ DC
Rpl30	13.513047	0.9099541	1.3098559807459857e-41	1.2082581771112009e-39	CD209+/CD11b+ DC
1700025G04Rik	13.461383	2.2828026	2.639297452569083e-41	2.4190758179916626e-39	CD209+/CD11b+ DC
Pycard	13.408112	1.9621131	5.420122926273219e-41	4.9364284119665586e-39	CD209+/CD11b+ DC
Dek	13.391273	0.89815104	6.800518409597221e-41	6.174098417293629e-39	CD209+/CD11b+ DC
Rpl31	13.382706	0.8693648	7.631800118544168e-41	6.907019100996891e-39	CD209+/CD11b+ DC
Nfkb1	13.359844	1.4893284	1.0378107394920567e-40	9.363069931843697e-39	CD209+/CD11b+ DC
Rps27l	13.33472	0.908963	1.453994371313148e-40	1.2995639132419998e-38	CD209+/CD11b+ DC
Trf	13.250636	1.1476744	4.473976521484263e-40	3.9864100398859784e-38	CD209+/CD11b+ DC
